Id,OrderAt,StoreId,UserId
599b3d54-6831-4cb2-af99-c22d95ac8ea6,2023-11-28 21:27:20,f1e9bdc6-5793-43a5-b53a-6d8fe85418c5,2a9ac70f-25ed-4ab2-b273-d9bf83ade8b4
979cf0df-ca42-4029-88e5-ff7fc5d40339,2023-11-13 11:04:56,d5a8894c-f144-4331-96f9-fda0bb311674,b2fe08c9-8844-4cf1-872a-ac3d74ee92af
d39378c5-17cb-44a6-a910-f61eec4d88b9,2022-04-14 13:28:04,7b20ef15-42f7-400b-8dfc-08e662779688,a3f97f34-88ed-4f0e-b180-01d7a54ecc12
797916d7-fea1-4c36-8d55-11092eb68a64,2022-10-01 12:41:47,5d8d2e7a-ec57-4215-b3f2-b9c89e9c7ca8,5efb823e-97d6-4f84-89ae-5590b88dac66
8d26317e-6f7f-4393-b7e9-f2505f4c1b3c,2022-09-09 02:13:04,d852edf5-9d82-4fd5-a1e1-a3673879bc43,a6b1613c-b734-41ff-bc48-9cd1ee78cee8
ac26cfc2-0730-46b4-a3f9-50b5f31502f9,2023-08-16 15:00:35,fbd9d3d9-669c-4378-8b7b-330cf57739c4,167328b2-c0ac-40e2-bf72-6d1fa1b67cf7
d0c7f646-17a8-4714-8d48-fa62d1df77ab,2023-08-14 07:04:58,fd2eae64-464a-4ada-bcb7-e3f988aa7b30,c700d6b7-af13-4101-b7a2-d2953820d998
54b50a1f-6091-4f97-9e23-8974f7e147e7,2023-07-26 11:07:14,64955989-bf28-478a-bed5-0120e40bdf2b,ae74e60c-15c4-4bc7-83b2-c46adb9722d9
7e982c0c-1504-4878-adfc-c2318c8d5d38,2022-01-31 20:59:28,e8d28453-10aa-46a3-9a1d-750380e120cb,f681220c-7b1d-48ab-b4b1-688c51c56843
9ff61cb5-7d72-4594-bd13-0ecfb8e82a9c,2022-03-06 11:00:39,338c0b36-2a0c-4663-8406-7d6288879b7c,c98c7221-48e9-41cb-adf4-2ef3b02a9ca7
f903c8c8-dabd-432a-ab4b-885726840968,2023-12-21 14:39:37,a0c09060-2b1e-45e1-9399-54f163f3f081,9105c0ac-8736-4173-9427-f0c46791d4c8
408cd956-02f0-49e0-ab48-0460f5986c33,2022-09-12 11:54:32,5ea1b6cb-450a-4643-8014-bb6cecb6a0b9,53438ab2-ed6f-4f01-b5d4-534961f3e973
640923d1-ff79-48e6-a2e3-f5ba085bb9de,2023-07-09 11:48:30,2b77197c-43cd-401d-9616-250992dff877,d1bb8f73-5277-45a6-8bea-c78c47fb42c8
a3798636-f600-4646-bcd9-a833e836915d,2022-06-08 22:00:29,9b40bd5c-55d9-4ad1-9b89-557b6d892fdb,7926ba0d-873d-4e02-ad72-466e9121e41a
55e8b95e-0652-4d71-bf46-7ea02b7f243b,2022-03-12 01:07:31,718e4be7-2370-4a49-90ea-664080407602,666b9ca2-a584-46fd-9825-98622803c2db
2318ce43-45e3-45fb-aec2-88a07d9af886,2023-07-31 18:17:44,a0c09060-2b1e-45e1-9399-54f163f3f081,a592f872-5086-4d75-b8dc-09d81bd3a286
997f901d-662d-4448-8be8-6b03f2149da0,2022-02-14 06:35:00,a0c09060-2b1e-45e1-9399-54f163f3f081,1485ee6c-db94-4ece-bde7-e82309a69924
5b5e1815-ed29-406d-9703-19a91ce526fa,2023-01-28 10:27:35,ecbdc47c-74a5-4651-b7f5-19f5241af76b,a1c6bd75-d8fa-4977-a9ac-4e6ec83b69f7
4e725de5-6201-4594-a7c1-b9ddb8faaeee,2023-06-10 17:09:34,18c34ef9-c3fc-4840-9ce0-7c8613b918da,11d28d6d-c529-41a0-ba31-5d3beb264914
a985b528-cbc4-497e-99b9-54a727db9bae,2023-05-03 16:44:57,4a4eb039-8c31-4b71-92b3-6f3e4f40871d,1c921c0e-e1c0-4e06-aff0-db3bce7a9088
e7f4a9e2-d688-413b-9c7e-81e1e6efa2ec,2022-01-31 15:17:48,1c3553b1-366b-4f4a-8070-2a281f34b53f,badca884-401c-450c-8b84-fac4477d2a76
a71b4f9a-3933-4707-8de8-34e40afd0945,2023-10-04 10:29:17,020d948a-d44a-459d-a19a-ca824f83997e,b2fe08c9-8844-4cf1-872a-ac3d74ee92af
e23c3595-7d29-459f-aaf1-effe62490a5d,2023-08-06 13:43:07,4f705ed0-ac1b-451d-81b1-da6c85befbd3,24742572-d6a9-4137-8a7a-1a9652fdd37c
23729f3e-fc8c-4bb7-8acd-1510f5b89a7a,2023-08-14 03:45:41,43ec9719-ede7-4b2a-b2f5-5e6e1115cdcc,7a5584c2-86c0-4550-82b1-1d013d3e3c90
70f3c07a-059b-4c5a-a260-72fcd2c25c77,2022-01-27 10:25:23,b1391ba2-31ec-4bc2-b65a-fcde13579557,9aa0d04f-bf45-4413-949b-750588101cfe
7761b4a7-137f-4b5b-be0e-a736d91a8832,2022-04-02 19:22:43,4f705ed0-ac1b-451d-81b1-da6c85befbd3,8b89746f-451f-4a5b-845b-2c6bb0f34e60
9e42d4dc-e8ce-42d4-ab2c-90b47e4637da,2023-04-23 19:58:06,0892e54b-c16f-4700-9bbf-dfa174e6159d,fc0fdfda-efd9-471b-add6-5904f3a60738
5453b1ff-3f36-4d03-99ec-7bf81bfcfb23,2023-07-19 10:23:39,718e4be7-2370-4a49-90ea-664080407602,e7c143fb-a782-42b5-ba25-3d284f89e4fc
d1429fc3-ff81-4fa9-9fcd-d21a9dd3aff7,2022-10-16 10:07:56,6b150f85-7e37-4d8b-9d13-619c5253d815,bcd17c99-4819-4e0d-a948-6f1cb3b4c861
4cc1eb5d-4c9c-4ccc-a8cf-d4d4a8b53d4f,2022-09-15 05:08:04,c7fd9553-a65e-431f-8d12-e35558606ecd,aaa0d5a2-bd0d-459f-94a6-c6d50c066943
1e34a418-f1b0-4310-9f86-fe06995dc98b,2022-07-06 10:00:35,c11117bd-b95c-4f06-97c8-72db15439787,665ba625-7b57-4a26-bf98-78241722583d
96177cc6-e3f3-46b0-9b7e-edd48f324173,2022-05-06 11:04:08,d174a615-2520-44c3-8611-5bf5aed40983,328726ef-02b1-413c-aa3b-5b97ea890cee
bee5ee08-3bbd-4ea5-be8b-0a2f0032b408,2023-09-23 04:42:43,e949f457-019b-447e-9840-324843291137,ad566eb3-f34f-4953-afad-9858ab73d22d
e8321380-2702-4021-882c-95e45057e32f,2022-01-21 08:23:01,f1e9bdc6-5793-43a5-b53a-6d8fe85418c5,47a785a1-e877-4210-b625-dd926d19adf7
9fae3cff-3ac3-4ee9-94da-8dd4abccd3c1,2022-12-13 05:34:31,ecbdc47c-74a5-4651-b7f5-19f5241af76b,cc1265a6-198b-48bd-9ae6-901cd3d544a7
46cc69c2-a0f6-4490-9105-1a24aa4e065b,2022-06-21 20:04:34,121eb6b4-511e-4529-a1df-4a888c01668d,2e11894e-b8fc-4adc-b4a3-8c1f7548f9ae
1816b44b-53ce-4740-b520-1028404421dd,2022-10-06 21:33:30,ee9e36f2-fe31-4cf0-a949-ec4fb416ecea,a40aa5cd-d043-4c44-b841-72db6783d4e0
21880096-840e-477c-8daa-e2449fa16b88,2023-10-17 09:41:06,08a49e0f-1eed-41d1-80e1-86fdbec40b7e,2a82ffa4-f137-4cfd-b785-c5b1bc4eda6d
6da99423-4504-4cf2-be52-2f02bad15e1d,2022-03-29 04:20:19,fcdeb5b4-8266-479f-9a77-074697b0fa57,db2535c3-aded-4051-a90b-1d06f1d79c0a
6cf417be-a82d-4804-9ae2-26399320544f,2022-02-12 08:47:44,6b9b7699-962e-45fe-b2bc-05fc68e4fffd,075a62bd-c690-4342-9abe-003e34a10237
5c7fbeb8-6ab0-4863-be7b-21c749ed12d2,2023-06-27 15:53:23,b6cf8cd4-09dc-49e8-a226-efbbe6b020ef,ef3b50fb-6a33-4bf3-a534-8ebfba0b6acb
77766af9-efb0-40e6-8343-310322308185,2022-06-27 01:23:34,e54239a2-27cf-4533-9335-7e1391cf1cdd,21a517c2-87ff-4130-9a9f-ac00d62e1dd9
2c49f6e5-872a-4931-937c-d41b7c217deb,2022-12-08 08:36:26,df307d27-feef-4ddb-bb1f-b4bbbea5f47f,502825db-6677-4060-865d-03aa07395853
79498c11-d24c-42cf-b529-96f6395ae18a,2023-10-14 21:53:15,c4b301c0-3494-40e2-9796-369b790577ac,1878110e-cc74-4eaf-9034-d18029efd0c8
6e4be594-0813-4f42-93a7-c3b7c4a8af28,2023-08-14 12:07:16,4a4eb039-8c31-4b71-92b3-6f3e4f40871d,472bd0b3-0278-4dc9-9f67-1b7035337c1b
bfa6e9bb-1ee7-4979-92f6-03a2f34a4f33,2022-06-20 15:54:27,121eb6b4-511e-4529-a1df-4a888c01668d,4eff42dc-85b1-48db-9260-01ebbb5a2611
11e459e6-a38d-4910-9ef5-c616552b92f5,2022-01-06 23:32:08,2b77197c-43cd-401d-9616-250992dff877,a01f113b-229b-4429-9abc-3d4a7b9fe421
130518f9-b74f-4410-8693-3394b74ff17a,2022-10-06 01:25:47,5b4d7648-c187-478c-ba25-16ba84142958,8408fc9d-86a0-4c04-bddb-bf015084ac01
48a78e75-71f8-43a1-996f-806284ff341c,2023-12-03 04:59:13,a59fbf4f-9a5f-46a6-bb4c-a8d08cd7b1ca,36fa4b14-3074-443a-9ced-6b0c1c1b6031
abeee1ba-9a79-4759-9077-ea2ad2f74ac7,2022-09-08 20:43:56,c11117bd-b95c-4f06-97c8-72db15439787,c4e77d88-aa70-472c-b393-20d4a32bd617
f1084eb8-257f-4b78-bc65-fb181de68961,2023-08-11 01:29:04,554195a8-df9c-4b19-a7b8-528d32a59565,376298e7-497f-41d3-8eae-93f4eae5aec7
df09a844-3ad7-42d0-a50b-4e220591d260,2023-08-24 17:50:28,305c6ad0-8879-4322-aaa5-e178eab010b0,65a915b3-3b24-4958-b490-5c9698e11f91
9fe20550-ab94-4143-a956-f6d995253cc9,2022-06-08 20:19:45,b1391ba2-31ec-4bc2-b65a-fcde13579557,63854544-1b55-42bd-a8ba-65418bdfadca
3ac000b5-b486-48e0-9140-d72d6cbf018c,2022-05-30 02:57:21,8c5bde4e-d473-4fa0-86ef-9ef0f0c77bbc,f808ac5a-f25a-4d43-a059-c2e4f0694f09
7c8245d2-06dc-40f4-a8e7-2d2c9dc73f62,2023-09-01 07:30:02,fcdeb5b4-8266-479f-9a77-074697b0fa57,573cb298-b986-46c8-851c-37301d0daf15
70130b7e-6f51-49cb-ba0a-4e29f079fb22,2023-05-18 05:28:52,7b20ef15-42f7-400b-8dfc-08e662779688,97a0bf73-90cf-4e96-bbd7-ebb04f257777
a46e407b-50ac-40cb-b039-972c9affacb7,2022-08-22 12:30:59,d36cb697-04eb-45b4-91d2-c5e0af36c118,84d6ea78-7f6c-48b2-8135-090d6454e1cb
cabdea8c-66cf-4a7f-b5f2-79239356656a,2022-12-19 10:46:46,e22097af-3103-40c6-bc68-934bff101ec1,bbaba833-3b19-46e9-83cd-cfaf8e8108a3
49bcec87-58be-41f5-8db4-d10ee8af3ef1,2022-03-27 04:24:51,948d077e-30c6-4875-93c1-5aebd0179515,57df1775-9c25-4133-b125-f4a0ab1b57aa
ebb67b74-8760-4f21-8faf-51c0e3f48dfd,2023-08-26 19:11:44,f375147b-7e06-44fa-bd88-8c91985f8d30,7879e9df-6b18-4a59-99eb-dced7ddd0292
0c9d3dd5-6778-4612-9861-559b3f125640,2022-12-12 18:59:05,e3f6a5e8-0242-45ad-a3b7-49a0a8801691,b73fcabc-b6bb-4162-9b4a-2164b7f2af1c
cbf7f30b-33f0-4b1d-a922-1c3394932aa8,2022-03-15 09:17:51,e4ae3c7a-08ce-4146-a59c-76da9148a3ee,04208a55-cbb7-41c3-be12-36374a36bd53
44c36875-eed9-4a35-8d26-12f8a073a0d6,2023-12-08 07:46:48,7a44f30f-b641-4337-a8ad-e2b7e0087511,6ab830d1-ac43-488b-90a6-2bbee62779b8
d3000d33-e19e-4946-8d8f-fdad914c571c,2022-04-29 02:35:53,8159cb5e-fc40-40bc-a885-c6b3b06efc24,02ad7a22-dec0-46c3-8e5d-9543fda644fb
7efe6ce4-2ced-4458-b8db-dc9de297e1dd,2022-04-23 02:26:38,700b1592-bed4-466b-aba6-43402ec8c217,3e51b757-60cf-4970-9f8c-62a3a44a53b7
d0be93e3-3b29-4be7-8818-c927aa97a68f,2022-04-16 21:47:36,51104cec-5cff-47f3-9a22-da6d842f0c6b,5c3d73bf-3870-483f-b75c-f3b28e613ccc
5f18acfc-024f-4b39-bc0d-7cd39cfa6adb,2022-12-17 07:54:41,dfcdf198-16e8-4b60-9042-ab11f91f5fc9,9e342852-07db-4d83-a398-ce8c0e4543ab
f830f883-0733-4771-84ae-a24b955c61a3,2022-02-15 05:41:32,a1d85654-7545-4aa7-a677-1e23b58fbdb5,711b2dd2-16f5-46f2-b506-c8ea5c7de6d1
b9fd3282-26e2-40a7-8499-f9f6912b5ca6,2022-10-04 09:57:23,c11117bd-b95c-4f06-97c8-72db15439787,5ce62993-5946-4019-baaf-fe91330b1e46
a2139a91-2cc6-4921-9ccf-4613c9df836a,2022-01-08 13:03:05,46719964-7bdd-4fd6-96bd-5bacd9b7b22a,dd1b61a1-d42c-40bb-8416-64114858a16c
d501fa41-136b-497c-9e72-962f9d5e8be7,2022-10-31 20:48:22,46719964-7bdd-4fd6-96bd-5bacd9b7b22a,cdefba46-a5e2-430d-8607-ecdc3a6b036b
31f76086-f3f8-4c62-8b78-7715edf06303,2022-09-04 08:48:29,a3cf4be6-8cf7-46f9-a9f8-7dd5b34f0b03,88d4c8b9-ca1f-4de2-8e9c-217922cba385
d1fc90cb-8dca-4e97-9039-9fef102f41a7,2022-02-08 02:18:49,948d077e-30c6-4875-93c1-5aebd0179515,425dddac-845b-484b-b415-c24aa761e3cc
